Zn %,Fe%,Cu %,Mn %,B %,S %,N,P,K,temperature,humidity,ph,rainfall,label
12.1,98.47,99.09,99.21,57.79,95.51,5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
32.36,80.06,59.83,85.38,39.43,88.4,18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
16.74,87.46,96.15,92.08,84.69,38.97,9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
76.44,98.07,95.98,98.87,95.73,58.62,40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
77.75,98.64,99.74,99.7,94.72,60.79,22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
75.27,83.78,98.42,98.03,95.78,74.73,9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
54.34,91.47,90.01,94.74,66.24,90.13,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
67.77,99.22,98.38,98.72,97.08,35.89,0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate
65.03,98.28,99.73,99.71,78.16,83.21,2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
52.85,77,90.06,97.27,51.48,75.2,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
7.7,68.53,76.32,96.92,8.42,7.08,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
72.95,98.58,99.57,99.76,95.55,99.07,29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
50.76,82.93,95.11,99.05,72.22,83.18,17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
65.2,99.51,100,94.79,29.02,57.75,34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate
85.02,99.66,97.98,98.98,45.9,20.9,21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
72.52,82.68,95.38,94.01,40.49,86.34,25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
62.5,55.13,88.42,88.35,38.23,83.34,8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
63.79,72.95,98.15,98.04,59.01,87.92,26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
74.36,78.64,97.76,98.59,67,72.19,4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
83.48,67.8,95.33,99.7,68.68,86.04,36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
62.44,81.53,93.67,99.64,63.43,71.56,5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
51.38,57.63,91.79,96.95,30.24,70.07,19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
14.98,90.56,95.68,98.81,36.05,98.14,39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
78.63,94.98,96.66,99.27,72.01,78.75,5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
47.54,73.8,99.31,95.87,76.24,60.87,4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
97.32,99.47,97.86,100,86.35,64.12,38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
80.37,94.15,97.22,95.82,39.38,93.75,37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
91.68,93.95,98.05,99.86,94.66,61,9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate
38.62,89.98,80.32,80.85,26.04,91.23,29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
70.47,90.2,98.82,93.64,40.45,85.63,5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
30.26,61.46,77.23,74.79,2.1,99.58,22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
66.26,44.82,86.88,75.77,1.66,97.09,4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
65.87,81.8,94.29,99.74,61.5,40.66,21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
95.36,62.78,99.04,99.54,24.49,98.45,29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
56.48,95.8,98.79,99.88,90.33,55.8,23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
92.07,70.59,91.52,99.97,13.14,49.62,13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
66.12,93.77,99.72,99.75,88.52,85.75,5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
80.39,90.45,96.39,98.72,77.48,69.29,27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
45.49,81.67,84.29,99.76,78.73,19.63,7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
90.69,63.28,98.07,99.45,79.44,67.87,12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
44.1,29.26,90.14,57.15,34.19,74.87,4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate
52.45,64.98,94.49,98.94,10.34,67.24,3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
82.52,90.19,90.92,99.61,59.09,88.17,1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
81.17,85.54,98.07,99.59,41.85,89.64,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
82.03,56.06,92.83,96.52,19.64,89.99,24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
75.53,85.34,95.91,100,55.94,85.13,13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
66.5,91.05,96.94,99.21,92.01,80.05,40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate
57.58,97.85,92.41,99.13,73.1,87.79,21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
72.88,77.74,93.46,30.2,65.71,76.54,3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
45.72,43.1,93,44.05,56.88,89.85,40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
98.14,97.29,100,98.96,100,99.91,14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
66.22,32.78,94.65,37.76,68.55,89.88,38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
78.53,78.73,94.55,74.95,36.91,94.29,34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
69.12,43.55,97.54,70.92,70.44,97.31,32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
59.61,60.73,93.92,60.81,40.16,90.49,18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
72.28,82.34,98.8,67.59,42.83,91.78,8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
61.93,58.42,98.94,26.62,52,88.85,15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
89.55,85.35,98.13,72.54,59.71,95.61,0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
86.17,85.56,98.45,59.29,65.96,91.62,22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate
68.6,32.14,95.04,82.33,47.59,83.19,14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
79.35,73.38,93.67,75.53,93.94,88.05,31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
59.97,59.86,96.86,50.48,54.75,88.34,39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
93.87,95.04,99.23,80.65,34.54,97.1,10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
69.93,83.33,98.96,65.86,66.15,96.68,8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
78.99,71.13,94.85,72.25,57.65,96.02,32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
43.19,62.44,93.61,57.42,47.85,84.81,18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
69.43,41.44,94.54,54.04,69.78,94.47,20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
82.77,37.68,98.02,35.38,34.42,98.74,39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
91.1,92.92,99,82.72,82.27,94.07,20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
67.45,92.95,99.71,84.7,99.83,99.77,11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
96.97,87.88,100,100,100,66.67,40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate
92.8,86.04,90.88,89.18,96.23,87.97,3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
98.35,89.1,98.51,97.77,95.98,75.26,9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
93.49,71.97,99.89,64.48,100,99.23,30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
87.49,84.62,97.37,79.66,90.31,91.07,40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
92.09,88.79,99.06,75.76,97,91.71,40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
83.11,99.64,98.42,75.93,17.5,98.3,32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
95.02,97.16,98.23,89.73,72.73,37.5,33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
94.9,95.15,96.93,80.02,100,54.55,4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
75.69,94.88,96.61,47.35,77.78,99.81,13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
88.79,68.01,91.46,42.69,100,100,39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
24.73,88.43,58.17,60.05,82.35,44.83,8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
15.94,34.75,42.15,31.3,28.57,47.62,2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
96.94,53.9,99.01,77.29,80,80,6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
86.95,97.71,99.67,71.16,10.22,80.24,8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
31.75,86.21,92.88,81.78,66.67,93.93,37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
68.36,50.42,93.71,47.28,69.3,2.71,0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate
91.96,97.78,97.45,54.03,76.19,83.6,31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate
88.11,78.63,93.87,88.95,62.26,79.09,21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate
74.2,46.32,79.12,52.56,100,86.23,6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
58.93,96.41,98.21,86.16,100,100,25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
53.32,31.41,71.9,22.19,62.73,77.08,15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
92.74,81.33,93.53,53.89,0.37,83.23,14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
37.58,29.67,41.47,15.36,99.84,4.72,16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
82.93,5.85,38.61,39.6,93.83,88.24,36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
58.69,62.61,74.5,36.95,71.43,41.97,4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
64.74,65.82,71.83,62.79,22.82,19.63,29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
48.18,82.1,86.32,87.45,72.73,46.07,16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
65.88,98.72,97.01,89.94,93.7,94.93,18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
75.98,74.73,98.74,43.01,64.29,33.33,11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
58.96,59.84,71.8,59.94,6.5,57.05,5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
74.39,96.4,97.84,98.74,48.27,79.44,18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
44.9,96.63,76.61,97.58,85.6,65.34,9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
75,100,62.5,100,37.5,100,40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
96.34,98.38,99.51,99.35,92.8,94.55,22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
97.02,98.01,100,97.9,53.63,99.75,9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
60.4,94.39,87.45,86.58,51.99,86.51,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
57.22,56.33,90.44,83.07,64.69,72.68,0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate
55.83,94.21,84.46,94.65,93.63,25.28,2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
97.19,98.56,99.01,85.86,93.4,89.53,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
84.1,96.9,97.17,93.77,69.01,70.85,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
100,100,100,100,100,81.98,29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
57.43,96.26,98.46,98.93,57.69,82.54,17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
84.78,97.34,96.89,99.67,61.45,85.11,34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate
61.88,96.17,100,99.62,75.48,91.2,21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
96.55,100,100,100,95.65,48.22,25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
80.02,85.74,89.05,76.27,80.09,48.69,8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
95.19,89.29,99.89,92.36,47.47,86.32,26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
87.82,98.78,97.13,54.44,91.23,93.67,4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
71.99,98.81,93.51,99.77,70.3,78.51,36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
100,100,100,100,100,100,5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
75.09,82.11,95.46,75.19,64.6,63.68,19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
60.32,99.43,99.58,99.61,66.42,99.55,39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
40.96,21.63,70.73,48.3,86.54,23.98,5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
20.38,1.73,98.15,77.13,61.21,88.79,4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
39.28,62.04,93.94,91.55,62.07,89.42,38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
33.07,39.84,82.56,85.25,12,30.49,37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
37.52,22.77,95.97,60.9,14.94,31.95,9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate
38.86,40.15,86.26,88.01,12.03,27.68,29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
50.05,30.85,95.26,80.29,23.55,4.02,5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
19.36,6.96,93.39,77.45,59.04,10.37,22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
20,22.34,91.43,85.91,84.91,78.77,4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
32.65,77.13,85.89,98.87,58.08,86.22,21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
46.47,82.4,98.01,98.01,21.41,67,29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
50.43,17.82,63.93,24.31,38.34,75.84,23,5,44,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
23.55,74.88,68.32,52.02,31.75,85.33,13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
53.67,69.64,98.68,98.92,26.12,83.16,5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
7.71,0.39,89.42,68.77,9.73,41.34,27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
28.76,1.48,98.88,82.99,96.63,25.27,7,23,35,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
22.72,10.47,98.27,86.13,49.14,85.52,12,20,39,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
22.52,45.4,77.38,78.35,58.88,90.69,4,19,43,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate
9.47,58.32,96.36,98.41,3.2,14.6,3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
66.17,88.91,94.47,90.93,58.64,85.28,1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
59.91,84.35,97.63,98.38,54.92,74.53,23,30,44,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
32.54,81.08,96.58,96.4,92.98,73.81,24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
66.18,83.66,96.03,98.12,28.35,51.6,13,30,37,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
52.25,42.12,93.5,79.1,63.11,94.37,40,11,44,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate
93.32,67.84,99.83,94.38,91.76,78.02,21,9,40,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
35.82,63.97,87.56,88.8,0.82,52.94,3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
55.33,95.59,99.12,98.58,91.12,67.68,40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
22.33,51.81,93.99,97.54,31.47,57.37,14,25,40,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
63.56,95.84,95.04,71.3,23.69,47.79,38,14,37,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
53.36,98.49,95.74,91.97,5.15,65.55,34,9,36,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
28.41,22.28,95.13,87.06,54.47,87.23,32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
98.41,99.03,98.72,92.51,31.26,78.07,18,21,35,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
95.07,98.08,98.75,88.73,45.41,59.15,8,23,38,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
93.52,97.3,99.18,93.89,78.42,83.31,15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
94.01,99.35,98.61,97.62,37.81,48.04,0,5,36,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
74.08,86.1,83.88,84.76,10.21,21.08,22,9,44,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate
95,99.38,98.78,96.77,68.7,75.94,14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
95.18,96.04,99.41,96.59,54.12,73.96,31,11,45,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
86.9,98.37,91.15,94.68,42.2,42.04,39,17,45,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
97.98,99.87,99.94,99.51,79.74,73.59,10,5,42,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
95.61,99.36,99.94,99.06,28.81,63.32,8,28,38,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
96.94,96.58,64.17,96.38,43.51,14.06,32,13,42,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
91.21,97.07,94.3,94.48,50.94,70.38,18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
93.46,98.62,97.98,97.2,74.74,84.18,20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
89.37,98.21,99.39,98.04,22.94,8.41,39,25,36,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
76.29,76.66,94.18,66.97,36.84,19.14,20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
54.56,74.44,93.76,68.44,61.95,88.94,11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
40.81,62.47,81.13,79.29,58.42,52.13,40,18,43,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate
43.17,48.36,81.26,66.3,65.82,55.67,3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
52.86,96.04,89.58,98.95,43.88,94.64,9,16,36,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
52.47,71.15,81.4,98.64,43.62,98.04,30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
83.63,99.21,98.43,99.62,89.32,96.97,40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
84.7,54.12,98.26,68.89,87.44,74.4,40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
19.41,86.57,95.22,99.53,60.08,44.52,32,25,35,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
8.27,91.87,97.87,98.25,58.36,55.15,33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
77.06,78.65,98.12,97.18,94.53,89.02,4,14,41,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
45.15,36.84,87.5,72.4,61.57,51.24,13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
54.96,32.61,91.89,50.74,64.88,74.74,39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
68.93,70.38,97.36,89.89,85.94,83.25,8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
78.8,77.32,94.15,88.45,76.7,83.85,2,24,38,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
59.76,58.89,93.09,84.48,77.83,92.99,6,18,37,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
49.56,84.77,99.53,97.61,65.91,79.7,8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
59.3,64.69,87.9,63.6,71.23,55.21,37,18,39,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
41.35,98.31,99.97,98.61,96.14,89.4,0,27,38,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate
68.86,94.72,99.94,98.78,82.26,90.72,31,25,38,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate
34.16,85.41,98.74,77.06,77.97,91.13,21,21,38,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate
48.4,69.77,93.71,93.38,70.84,86.39,6,30,40,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
95.81,98.4,99.54,99.75,96.11,95.68,25,27,41,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
54.42,85.04,95.67,97.62,72.92,62.58,15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
69.1,78.75,96.84,95.21,88.41,84.17,14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
76.48,77.05,96.57,90.17,98.13,84.13,16,10,41,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
75.81,95.55,99.65,99.51,80.52,83.97,36,7,37,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
50.6,95.45,95.58,95.82,70.62,92.06,4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
58.98,25.01,85.83,74.25,82.42,78.17,29,22,40,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
33.31,97.69,90.32,93.47,56.35,91.13,16,15,42,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
74.69,70.26,95.36,74.01,87.15,87.82,18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
60.12,92.51,95.31,98.7,83.94,57.19,11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
62.81,63.2,96.58,89,79.96,73.47,5,15,38,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
19.36,76.26,99.98,99.91,24.51,0.49,18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
82,98.52,98.96,99.51,66.92,94.79,9,8,40,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
65.88,67.97,93.97,79.09,80.93,56.77,40,27,45,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
21.6,90.57,78.41,94.79,7.93,73.68,22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
97.67,97.58,99.17,98.76,99,98.93,9,16,39,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
55.5,55.55,91.9,85.43,94.12,90.64,12,29,40,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
74.78,90.65,99.36,94.99,83.77,79.82,0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate
29.58,92.84,88.66,99.19,39.77,61.47,2,21,44,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
82.25,69.36,98.94,92.3,89.1,65.03,28,6,40,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
41.47,82.27,96.08,90.18,50.34,84.97,8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
60.46,98.42,96.39,99.05,85.06,96.13,29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
47.1,63.44,76.94,93.9,57.66,70.49,17,18,43,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
51.71,89.87,91.61,99.55,68.76,74.63,34,21,42,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate
68.31,87.91,87.93,70.96,62.79,66.39,21,23,42,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
42.04,83.07,70.16,94.17,56.53,41.68,25,17,40,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
86.31,60.23,95.59,71.22,59.83,32.36,8,25,36,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
70.33,99.2,96.69,99.6,73.24,99.77,26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
36.56,53.44,91.16,95.28,62.21,61.2,4,19,42,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
49.74,71.37,98.26,95.05,97.89,87.28,36,24,41,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
67.67,87.68,97.2,89.91,88.69,68.09,5,24,40,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
46.99,22.65,97.92,80.07,52.12,58.56,19,17,39,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
29.45,27.58,99.89,99.82,35.21,3.93,39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
59.04,18.23,98.57,94.9,15.93,16.47,5,29,44,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
28.16,17.04,98.49,86.72,41.61,93.8,4,24,43,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
55.96,22.15,98.55,96.51,73.17,57.28,38,21,35,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
23.79,39.56,99.39,92.65,58.3,43.52,37,11,36,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
46.29,23.54,99.38,98.08,75.63,58.6,9,25,41,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate
27.24,28.1,96.28,92.24,80.66,28.07,29,22,43,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
80.35,55.15,99.98,99.58,76.1,64.32,5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
34.09,45.02,96.75,92.77,61.39,40.65,22,26,38,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
22.3,28,98.6,94.27,87.53,23.01,4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
59.06,68.61,99.62,97.38,54.25,16.3,21,6,41,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
53.25,53.48,94.56,91.08,74.57,39.12,29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
